Name,Country,Province,Population,Longitude,Latitude
Mombasa,EAK,Coast,465000.0,39.4,-4.0
Monaco,MC,Monaco,1234.0,7.2,43.7
Monchengladbach,D,Nordrhein Westfalen,266073.0,,
Monclova,MEX,Coahuila,177792.0,,
Mongu,Z,Western,,,
Monrovia,LB,Liberia,,-10.8,6.3
Mons,B,Hainaut,90720.0,4.5,50.4
Monteria,CO,Cordoba,276074.0,,
Monterrey,MEX,Nuevo Leon,1068996.0,-100.3,25.6667
Montes Claros,BR,Minas Gerais,271324.0,,
Montevideo,ROU,Uruguay,1247000.0,-56.2167,-34.85
Montgomery,USA,Alabama,190350.0,-86.3667,32.3833
Montpelier,USA,Vermont,8241.0,-72.4,44.2
Montpellier,F,Languedoc Roussillon,207996.0,3.5,43.3
Montreal,CDN,Quebec,1017666.0,-73.5,45.3
Monywa,MYA,Sagaing,106800.0,,
Monza,I,Lombardia,123188.0,,
Moquegua,PE,Moquegua,,,
Moradabad,IND,Uttar Pradesh,429214.0,,
Morelia,MEX,Michoacan,428486.0,-101.1,19.4
Moreno Valley,USA,California,118779.0,,
Morioka,J,Iwate,,,
Morogoro,EAT,Morogoro,117760.0,,
Moron,RA,Buenos Aires,641541.0,,
Moroni,COM,Comoros,,43.0,-12.0
Moscow,R,Moskva,8717000.0,37.6667,55.7667
Moshi,EAT,Kilimanjaro,,,
Moss,N,Oestfold,24517.0,10.4,59.3
Mossoro,BR,Rio Grande do Norte,205732.0,,
Mostaganem,DZ,Algeria,114037.0,,
Mostoles,E,Madrid,199141.0,,
Mosul,IRQ,Ninawa,664221.0,43.15,36.3167
Moulmein,MYA,Mon,220000.0,,
Moyobamba,PE,San Martin,,,
Mtwara Mikandani,EAT,Mtwara,,,
Mudanjiang,TJ,Heilongjiang,571705.0,,
Mufulira,Z,Copperbelt,152944.0,,
Mugla,TR,Mugla,,,
Mulheim an der Ruhr,D,Nordrhein Westfalen,176513.0,,
Mulhouse,F,Alsace,108357.0,,
Multan,PK,Pakistan,1257000.0,,
Mumbai,IND,Maharashtra,9925891.0,72.5,19.0
Munich,D,Bayern,1290079.0,11.5667,48.15
Munster,D,Nordrhein Westfalen,264887.0,,
Murcia,E,Murcia,341531.0,,
Murmansk,R,Murmanskaya oblast,407000.0,,
Murom,R,Vladimirskaya oblast,126000.0,,
Mus,TR,Mus,,,
Muscat,OM,Oman,30000.0,58.5,23.5
Mushin,WAN,Nigeria,294000.0,,
Musoma,EAT,Mara,,,
Mwanza,EAT,Mwanza,223013.0,,
Mwene Ditu,ZRE,Kasai Oriental,137459.0,,
Myitkyina,MYA,Kachin,,,
Mykolayiv,UA,Mykolayivska,508000.0,,
Mymensingh,BD,Bangladesh,202000.0,,
Mysore,IND,Karnataka,606755.0,,
Mytilini,GR,Voreion Aiyaion,,,
Mytishchi,R,Moskovskaya oblast,152000.0,,
Naberezhnye Chelny,R,Rep. of Tatarstan,526000.0,,
Nablus,WEST,West Bank,104000.0,35.3,32.2
Nacala,MOC,Maputo,125208.0,,
Nacaome,HCA,Valle,,,
Nagano,J,Nagano,,,
Nagasaki,J,Nagasaki,,,
Nagoya,J,Aichi,2108000.0,,
Nagpur,IND,Maharashtra,1624752.0,79.1167,21.15
Naha,J,Okinawa,,,
Nairobi,EAK,Nairobi,1346000.0,36.8,-1.26667
Najafabad,IR,Esfahan,160004.0,,
Nakhodka,R,Primorsky kray,163000.0,,
Nakhon Ratchasima,THA,Thailand,278000.0,,
Nakhon Sawan,THA,Thailand,152000.0,,
Nakhon si Thammarat,THA,Thailand,112000.0,,
Nakuru,EAK,Rift Valley,162800.0,,
Nalchik,R,Kabardino Balkar Rep.,239000.0,,
Nam Dinh,VN,Vietnam,219615.0,,
Namangan,UZB,Namangan,341000.0,,
Namibe,ANG,Namibe,,,
Nampo,NOK,North Korea,370000.0,,
Nampula,MOC,Nampula,250473.0,,
Namur,B,Namur,105014.0,4.9,50.4
Nanchang,TJ,Jiangxi,1350000.0,115.5,28.4
Nanchong,TJ,Sichuan,180273.0,,
Nancy,F,Lorraine,99351.0,6.1,48.4
Nanjing,TJ,Jiangsu,2500000.0,119.0,32.5
Nanning,TJ,Guangxi Zhuangzu,1070000.0,108.5,22.5
Nanping,TJ,Fujian,195064.0,,
Nantes,F,Pays de la Loire,244995.0,-1.56667,47.25
Nantong,TJ,Jiangsu,343341.0,,
Nanyang,TJ,Henan,243303.0,,
Naogaon,BD,Bangladesh,110000.0,,
Naperville,USA,Illinois,85806.0,,
Napoli,I,Campania,1206013.0,14.15,40.5
Nara,J,Nara,,,
Narayanganj,BD,Bangladesh,296000.0,,
Narsinghdi,BD,Bangladesh,106000.0,,
Narvik,N,Nordland,18754.0,17.3,68.3
Nashville,USA,Tennessee,455657.0,-86.4,36.1
Nashville Davidson,USA,Tennessee,488366.0,,
Nasik,IND,Maharashtra,656925.0,,
Nassau,BS,Bahamas,140000.0,-77.35,25.0833
Natal,BR,Rio Grande do Norte,656244.0,-35.1,-5.5
Nawabganj,BD,Bangladesh,141000.0,,
Nawabshah,PK,Pakistan,102139.0,,
Nawoiy,UZB,Nawoiy,115000.0,,
Nazareth,IL,North,,,
Nazran,R,Rep. of Ingushetiya,,,
Nazret,ETH,Ethiopia,147088.0,,
Ndalatando,ANG,Cuanza Norte,,,
NDjamena,TCH,Chad,,15.0,12.0
Ndola,Z,Copperbelt,376311.0,,
Nebitdag,TM,Balkan,89100.0,,
Neftekamsk,R,Stavropolsky kray,117000.0,,
Neijiang,TJ,Sichuan,256012.0,,
Neiva,CO,Huila,248178.0,,
Nelspruit,RSA,Mpumalanga,,,
Nepean,CDN,Ontario,107627.0,,
Neuchatel,CH,NE,,,
Neuquen,RA,Neuquen,243803.0,-68.0,-39.0
Neuss,D,Nordrhein Westfalen,148870.0,,
Nevinnomyssk,R,Stavropolsky kray,131000.0,,
Nevsehir,TR,Nevsehir,,,
New Bombay,IND,Maharashtra,307724.0,,
New Delhi,IND,Delhi,7206704.0,77.2,28.5833
New Haven,USA,Connecticut,130474.0,-73.9167,41.3167
New Orleans,USA,Louisiana,496938.0,-90.25,29.9833
New York,USA,New York,7322564.0,-74.0,40.4
Newark,USA,New Jersey,275221.0,-74.1667,40.7
Newark on Trent,GB,Nottinghamshire,104400.0,,
Newbury,GB,Berkshire,141000.0,,
Newcastle,AUS,New South Wales,429000.0,,
Newcastle under Lyme,GB,Staffordshire,123000.0,,
Newcastle upon Tyne,GB,Tyne and Wear,283600.0,,
Newport,GB,Newport,137000.0,,
Newport News,USA,Virginia,171439.0,,
Newtown St. Boswells,GB,Borders,,,
Neyshabur,IR,Khorasan,135681.0,,
Nezahualcoyotl,MEX,Chiapas,1255456.0,,
Ngaoundere,CAM,Adamaoua,,,
Ngiva,ANG,Cunene,,,
Nha Trang,VN,Vietnam,263093.0,,
Niamey,RN,Niger,,2.1,13.2
Nice,F,Provence Cote dAzur,342439.0,7.26667,43.7
Nicosia,CY,Cyprus,161100.0,33.2,35.4
Nigde,TR,Nigde,,,
Niigata,J,Niigata,,,
Nijmegen,NL,Gelderland,249490.0,,
Nilopolis,BR,Rio de Janeiro,155190.0,,
Nimes,F,Languedoc Roussillon,128471.0,,
Ningbo,TJ,Zhejiang,1090000.0,,
Niteroi,BR,Rio de Janeiro,450129.0,,
Nizhnekamsk,R,Rep. of Tatarstan,210000.0,,
Nizhnevartovsk,R,Tyumenskaya oblast,238000.0,,
Nizhniy Novgorod,R,Nizhegorodskaya oblast,1383000.0,44.0,56.3
Nizhniy Tagil,R,Sverdlovskaya oblast,409000.0,,
Noginsk,R,Moskovskaya oblast,119000.0,,
Nonthaburi,THA,Thailand,233000.0,,
Norfolk,USA,Virginia,261250.0,-76.2,36.9
Norilsk,R,Krasnoyarskiy kray,159000.0,,
Norrkoping,S,Ostergotland,123795.0,,
North York,CDN,Ontario,562564.0,,
Northallerton,GB,North Yorkshire,,,
Northampton,GB,Northamptonshire,187200.0,,
Norwalk,USA,California,94279.0,,
Norwich,GB,Norfolk,128100.0,,
Nossa Senhora do Socorro,BR,Sergipe,103496.0,,
Nottingham,GB,Nottinghamshire,282400.0,,
Nouakchott,RIM,Mauritania,,-16.0,18.0
Noumea,NCA,New Caledonia,,166.27,-22.16
Nova Friburgo,BR,Rio de Janeiro,169218.0,,
Novara,I,Piemonte,103349.0,,
Novgorod,R,Novgorodskaya oblast,233000.0,,
Novo Hamburgo,BR,Rio Grande do Sul,225082.0,,
Novo Iguacu,BR,Rio de Janeiro,801036.0,,
Novocheboksarsk,R,Chuvash Republic,123000.0,,
Novocherkassk,R,Rostovskaya oblast,190000.0,,
Novokuybyshevsk,R,Samarskaya oblast,115000.0,,
Novokuznetsk,R,Kemerovskaya oblast,572000.0,,
Novomoskovsk,R,Tulskaya oblast,144000.0,,
Novorossiysk,R,Krasnodarsky kray,202000.0,,
Novoshakhtinsk,R,Rostovskaya oblast,107000.0,,
Novosibirsk,R,Novosibirskaya oblast,1369000.0,,
Novotroitsk,R,Orenburgskaya oblast,110000.0,,
Nowy Sacz,PL,Nowosadeckie,,,
Nueva Gerona,C,Isla de la Juventud,,,
Nueva San Salvador,ES,El Salvador,116575.0,,
Nuevo Laredo,MEX,Tamaulipas,218413.0,,
Nukualofa,TO,Tonga,28899.0,-175.2,-21.1
Nukus,UZB,Qaraqalpoghiston,185000.0,,
Nuneaton,GB,Warwickshire,118500.0,,
Nurnberg,D,Bayern,495845.0,,
Nuuk,GROX,Greenland,,-51.7,64.2
Nyala,SUD,Darfur,228778.0,,
Nyeri,EAK,Central,88600.0,,
Nyiregyhaza,H,Szabolcs Szatmar,115000.0,,
Nykoping,S,Sodermanland,64199.0,17.0,58.5
Oakland,USA,California,372242.0,-122.317,37.8167
Oaxaca,MEX,Oaxaca,212818.0,-96.4,17.0
Oberhausen,D,Nordrhein Westfalen,225443.0,,
Obninsk,R,Kaluzhskaya oblast,108000.0,,
Oceanside,USA,California,128090.0,-117.417,33.2333
Ocotepeque,HCA,Ocotepeque,,,
Odense,DK,Denmark,136803.0,10.2,55.3
Odesa,UA,Odeska,1106000.0,30.7333,46.4833
Odintsovo,R,Moskovskaya oblast,129000.0,,
Offa,WAN,Nigeria,175000.0,,
Offenbach am Main,D,Hessen,116482.0,,
Ogbomosho,WAN,Nigeria,644000.0,,
Oita,J,Oita,,,
Oka,WAN,Nigeria,126000.0,,
Okara,PK,Pakistan,153483.0,,
Okayama,J,Okayama,,,
Okhotsk,R,Magadanskaya oblast,4900.0,,
Oklahoma City,USA,Oklahoma,444724.0,-97.3,35.3
Oktyabrsky,R,Rep. of Bashkortostan,110000.0,,
Olanchito,HCA,Yoro,15900.0,,
Oldenburg,D,Niedersachsen,149691.0,,
Oldham,GB,Greater Manchester,220400.0,,
Olinda,BR,Rio de Janeiro,355741.0,,
Olmaliq,UZB,Toshkent,116000.0,,
Olomouc,CZ,Severomoravsky,225000.0,,
Olsztyn,PL,Olsztynskie,161000.0,,
Olympia,USA,Washington,27447.0,-122.9,46.9667
Omaha,USA,Nebraska,342862.0,-95.9,41.3
Omdurman,SUD,al Khartum,1267077.0,,
Omsk,R,Omskaya oblast,1163000.0,,
Ondo,WAN,Nigeria,150000.0,,
Onitsha,WAN,Nigeria,328000.0,,
Ontario,USA,California,133179.0,-117.6,34.05
Opole,PL,Opolskie,128000.0,,
Oradea,RO,Bihor,225000.0,,
Oral,KAZ,Batys Qazaqstan,219100.0,,
Oran,DZ,Algeria,609823.0,0.4,35.4
Orange,USA,California,110658.0,,
Oranjestad,ARU,Aruba,,-70.02,12.31
Ordu,TR,Ordu,121300.0,,
Orebro,S,Orebro,119635.0,15.0,59.2
Orekhovo Zuyevo,R,Moskovskaya oblast,126000.0,,
Orel,R,Orjolskaya oblast,348000.0,,
Orenburg,R,Orenburgskaya oblast,532000.0,,
Orense,E,Galicia,108547.0,,
Orizaba,MEX,Veracruz,114216.0,,
Orlando,USA,Florida,164674.0,-81.3833,28.55
Orleans,F,Centre,105111.0,1.5,47.5
Orsk,R,Orenburgskaya oblast,275000.0,,
Orumiyeh,IR,Azarbayian e Gharbt,396392.0,45.0,37.3
Osaka,J,Osaka,2492000.0,,
Osasco,BR,Sao Paulo,622374.0,,
Oshawa,CDN,Ontario,129344.0,-78.8667,43.9
Oshogbo,WAN,Nigeria,421000.0,,
Oskemen,KAZ,Shyghys Qazaqstan,326300.0,,
Oslo,N,Oslo,449337.0,10.7333,59.9333
Osmaniye,TR,Adana,138000.0,,
Osnabruck,D,Niedersachsen,168050.0,,
Ostersund,S,Jamtland,56662.0,14.3,63.2
Ostrava,CZ,Severomoravsky,332000.0,,
Ostroleka,PL,Ostroleckie,,,
Otsu,J,Shiga,,,
Ottawa,CDN,Ontario,313987.0,-75.5,45.3
Ouagadougou,BF,Burkina Faso,,-2.0,12.0
Oujda,MA,Morocco,678778.0,,
Oulu,SF,Oulu,97898.0,25.2,65.3
Overland Park,USA,Kansas,111790.0,,
Oviedo,E,Asturias,201712.0,,
Owo,WAN,Nigeria,162000.0,,
Oxford,GB,Oxfordshire,132000.0,,
Oxnard,USA,California,142560.0,-119.183,34.2
Oyo,WAN,Nigeria,226000.0,,
Pabna,BD,Bangladesh,112000.0,,
Pachuca,MEX,Hidalgo,174013.0,,
Pachuca de Soto,MEX,Hidalgo,83892.0,-98.4,20.1
Padang,RI,Indonesia,631543.0,,
Paderborn,D,Nordrhein Westfalen,131513.0,,
Padova,I,Veneto,218186.0,,
Pago Pago,AMSA,American Samoa,,-170.42,-14.16
Palangkaraya,RI,Indonesia,112562.0,,
Palembang,RI,Indonesia,1144279.0,104.767,-3.0
Palermo,I,Sicilia,734238.0,13.2,38.1
Palikir,FSM,Micronesia,6444.0,158.15,6.9
Palma de Mallorca,E,Balearic Islands,322008.0,,
Palmas,BR,Tocantins,,,
Palmdale,USA,California,70262.0,-118.1,34.6333
Palmira,CO,Valle de Cauca,256823.0,,
Pamplona,E,Navarre,182465.0,,
Panaji,IND,Goa,,74.0,15.4
Panama City,PA,Panama,594800.0,-79.55,8.96667
Panchiao,RC,Taiwan,539115.0,,
Pangkal Pinang,RI,Indonesia,113163.0,,
Panshan,TJ,Liaoning,362773.0,,
Papeete,FPOL,French Polynesia,,-149.34,-17.32
Paramaribo,SME,Suriname,150000.0,-55.15,5.81667
Parana,RA,Entre Rios,211936.0,-60.0,-32.0
Paranagua,BR,Parana,115394.0,,
Pardubice,CZ,Vychodocesky,163000.0,,
Pare Pare,RI,Indonesia,101527.0,,
Paris,F,Ile de France,2152423.0,2.48333,48.8167
Parma,I,Emilia Romagna,173991.0,,
Parnaiba,BR,Maranhao,124641.0,,
Pasadena,USA,California,131586.0,-118.15,34.15
Pasadena,USA,Texas,119604.0,,
Pasay,RP,Philippines,409000.0,,
Pasig,RP,Philippines,471000.0,,
Passo Fundo,BR,Rio Grande do Sul,156352.0,,
Pasto,CO,Narino,325540.0,,
Pasuruan,RI,Indonesia,152409.0,,
Paterson,USA,New Jersey,140891.0,-74.15,40.9
Pathein,MYA,Ayeyarwady,144100.0,,
Patna,IND,Bihar,917243.0,85.0,25.4
Patos de Minas,BR,Minas Gerais,112690.0,,
Patrai,GR,Dhytiki Ellas,142163.0,,
Paulista,BR,Pernambuco,234706.0,,
Pavlodar,KAZ,Pavlodar,340700.0,,
Pecs,H,Pecs (munic.),171000.0,,
Pekalongan,RI,Indonesia,242874.0,,
Pekan Baru,RI,Indonesia,398694.0,,
Pelotas,BR,Rio Grande do Sul,304285.0,,
Pematang Siantar,RI,Indonesia,219328.0,,
Pemba,MOC,Cabo Delgado,,,
Pembroke Pines,USA,Florida,65566.0,,
Penang,MAL,Pulau Pinang,219376.0,,
Penonome,PA,Cocle,61000.0,,
Penza,R,Penzenskaya oblast,534000.0,,
Peoria,USA,Illinois,113513.0,-89.6833,40.6667
Pereira,CO,Risaralda,352530.0,,
Perm,R,Permskaya oblast,1032000.0,,
Perpignan,F,Languedoc Roussillon,105983.0,,
Perth,AUS,Western Australia,1193000.0,115.85,-31.95
Perugia,I,Umbria,150576.0,12.2,43.1
Pervouralsk,R,Sverdlovskaya oblast,137000.0,,
Pescara,I,Abruzzo,128553.0,,
Peshawar,PK,Pakistan,1676000.0,,
Petaling Jaya,MAL,Fed. Terr. of Kuala Lumpur,254849.0,,
Petare,YV,Miranda,338417.0,,
Peterborough,GB,Cambridgeshire,156400.0,,
Petrolina,BR,Pernambuco,190453.0,,
Petropavl,KAZ,Soltustik Qazaqstan,239000.0,,
Petropavlovsk Kamchatsky,R,Kamchatskaya oblast,210000.0,,
Petropolis,BR,Rio de Janeiro,267604.0,,
Petrozavodsk,R,Rep. of Karelia,280000.0,,
Pforzheim,D,Baden Wurttemberg,117960.0,,
Philadelphia,USA,Pennsylvania,1585577.0,-75.25,39.8833
Phnom Penh,K,Cambodia,400000.0,104.85,11.55
Phoenix,USA,Arizona,984310.0,-112.2,33.2
Piacenza,I,Emilia Romagna,103536.0,,
Piatra Neamt,RO,Neamt,,,
Pierre,USA,South Dakota,11973.0,-100.283,44.3833
Pietermaritzburg,RSA,Kwazulu Natal,156000.0,,
Pietersburg,RSA,Limpopo,,,
Pila,PL,Pilskie,,,
Pimpri Chinchwad,IND,Maharashtra,517083.0,,
Pinar del Rio,C,Pinar del Rio,128570.0,,
Pindamonhangaba,BR,Sao Paulo,114092.0,,
Pingdingshan,TJ,Henan,410775.0,,
Pingdu,TJ,Shandong,150123.0,,
Pingtung,RC,Taiwan,214728.0,,
Pingxiang,TJ,Jiangxi,425579.0,,
Piotrkow Trybunalski,PL,Piotrkowskie,,,
Piracicaba,BR,Sao Paulo,302605.0,,
Piraeus,GR,Attiki,196389.0,,
Pisa,I,Toscana,101500.0,,
Pitesti,RO,Arges,162000.0,,
Pittsburgh,USA,Pennsylvania,369879.0,-80.0,40.45
Piura,PE,Piura,277964.0,,
Plano,USA,Texas,127885.0,,
Plock,PL,Plockie,122000.0,,
Ploiesti,RO,Prahova,,,
Plymouth,GB,Devon,255800.0,,
Plymouth,MNTS,Montserrat,0.0,-62.13,16.42
Plzen,CZ,Zapadocesky,175000.0,,
Pocos de Caldas,BR,Minas Gerais,121845.0,,
Podgorica,MNE,Montenegro,169132.0,19.16,42.26
Podolsk,R,Moskovskaya oblast,202000.0,,
Poitiers,F,Poitou Charentes,79300.0,0.2,46.4
Poltava,UA,Poltavska,317000.0,,
Pomona,USA,California,131700.0,-117.75,34.05
Pondicherry,IND,Pondicherry,,79.5,12.0
Ponta Delgada,P,Azores,46102.0,-27.1,38.35
Ponta Grossa,BR,Parana,252674.0,,
Pontianak,RI,Indonesia,397343.0,,
Pontypool,GB,Torfaen,,,
Poole,GB,Dorset,137200.0,,
Popayan,CO,Cauca,223128.0,,
Pori,SF,Turku-Pori,77763.0,21.2,61.3
Port Blair,IND,Andaman and Nicobar Is.,,92.5,11.4
Port Elizabeth,RSA,Eastern Cape,303000.0,,
Port Harcourt,WAN,Nigeria,362000.0,,
Port Louis,MS,Mauritius,,57.3,-20.3
Port Moresby,PNG,Papua New Guinea,141500.0,147.15,-9.48333
Port Sudan,SUD,ash Sharqiyah,305385.0,,
Port Talbot,GB,Neath and Port Talbot,,,
Port-au-Prince,RH,Haiti,800000.0,-72.2,18.4
Port-of-Spain,TT,Trinidad and Tobago,150000.0,-61.2,10.4
Port-Vila,VU,Vanuatu,15759.0,168.3,-17.75
Portalegre,P,Portalegre,,,
Portland,USA,Oregon,463634.0,-122.6,45.6
Porto,P,Porto,327368.0,,
Porto Alegre,BR,Rio Grande do Sul,1286251.0,-51.2167,-30.0333
Porto Velho,BR,Rondonia,293815.0,-63.5,-8.5
Porto-Novo,BEN,Benin,,2.4,6.3
Portsmouth,GB,Hampshire,189100.0,,
Portsmouth,USA,Virginia,103910.0,,
Posadas,RA,Misiones,210755.0,-56.0,-27.3
Potenza,I,Basilicata,,15.47,40.4
Potsdam,D,Brandenburg,138268.0,13.1,52.4
Poza Rica,MEX,Veracruz,151739.0,,
Poznan,PL,Poznanskie,589000.0,,
Prague,CZ,Praha,1215000.0,14.4167,50.0833
Praia,CV,Cape Verde,105000.0,-23.0,16.0
Praia Grande,BR,Santa Catarina,150574.0,,
Prato,I,Toscana,166688.0,,
Presidente Prudente,BR,Sao Paulo,177236.0,,
Preston,GB,Lancashire,132200.0,,
Pretoria,RSA,Gauteng,526000.0,28.2333,-25.75
Pristina,KOS,Kosovo,,21.1,42.4
Probolinggo,RI,Indonesia,177120.0,,
Prokopyevsk,R,Kemerovskaya oblast,253000.0,,
Providence,USA,Rhode Island,160728.0,-71.4333,41.7333
Przemysl,PL,Przemyskie,,,
Pskov,R,Pskovskaya oblast,207000.0,,
Pucallpa,PE,Ucayali,172286.0,,
Puebla,MEX,Puebla,1007170.0,-98.1,19.0
Puerto Ayacucho,YV,Amazonas,,,
Puerto Cabello,YV,Carabobo,128825.0,,
Puerto Carreno,CO,Vichada,,,
Puerto Cortes,HCA,Cortes,32500.0,,
Puerto Inirida,CO,Guainia,,,
Puerto La Cruz,YV,Anzoategui,155731.0,,
Puerto Lempira,HCA,Gracias a Dios,,,
Puerto Maldonado,PE,Madre de Dios,,,
Pune,IND,Maharashtra,1566651.0,,
Puno,PE,Puno,91877.0,,
Puntarenas,CR,Puntarenas,92400.0,-84.8,10.0
Puqi,TJ,Hubei,117264.0,,
Pusan,ROK,South Korea,3813814.0,,
Puyang,TJ,Henan,175988.0,,
Pyatigorsk,R,Stavropolsky kray,133000.0,,
Pyongyang,NOK,North Korea,2335000.0,125.683,39.0333
Qaemshahr,IR,Mazandaran,123684.0,,
Qarshi,UZB,Qasqadare,177000.0,,
Qazvin,IR,Tehran,298705.0,,
Qena,ET,Qena,142000.0,,
Qianjiang,TJ,Sichuan,205504.0,,
Qingdao,TJ,Shandong,2060000.0,,
Qinhuangdao,TJ,Hebei,364972.0,,
Qinzhou,TJ,Guangxi Zhuangzu,114586.0,,
Qiqihar,TJ,Heilongjiang,1380000.0,,
Qitaihe,TJ,Heilongjiang,214957.0,,
Qom,IR,Tehran,780453.0,50.5,34.4
Qostanay,KAZ,Qostanay,232100.0,,
Quanzhou,TJ,Fujian,185154.0,,
Quebec,CDN,Quebec,167517.0,-71.3833,46.8
Queimados,BR,Rio de Janeiro,108531.0,,
Quelimane,MOC,Zambezia,146206.0,,
Queretaro,MEX,Queretaro,385503.0,-100.2,20.4
Quetta,PK,Pakistan,285719.0,,
Quezon,RP,Philippines,1989000.0,,
Qui Nhon,VN,Vietnam,201912.0,,
Quibdo,CO,Choco,130921.0,,
Quilmes,RA,Buenos Aires,509445.0,,
Quito,EC,Ecuador,1200000.0,-78.5333,-0.216667
Qujing,TJ,Yunnan,178669.0,,
Quqon,UZB,Farghona,184000.0,,
Qurghonteppa,TAD,Khatlon,58400.0,,
Quzhou,TJ,Hebei,112373.0,,
Qyzylorda,KAZ,Qyzylorda,162000.0,,
Rabat,MA,Morocco,1385872.0,-6.5,33.6
Radom,PL,Radomskie,226000.0,,
Rahim Yar Khan,PK,Pakistan,119036.0,,
Raipur,IND,Madhya Pradesh,438639.0,,
Rajahmundry,IND,Andhra Pradesh,324881.0,,
Rajaishahr,IR,Tehran,160362.0,,
Rajkot,IND,Gujarat,612458.0,,
Rajshahi,BD,Bangladesh,318000.0,,
Raleigh,USA,North Carolina,212092.0,-78.4,35.5
Ramla,IL,Central,,,
Ranchi,IND,Bihar,599306.0,,
Rancho Cucamonga,USA,California,101409.0,,
Randers,DK,Denmark,55780.0,10.0,56.3
Rangoon,MYA,Yangon,2513000.0,96.15,16.7833
Rangpur,BD,Bangladesh,207000.0,,
Rasht,IR,Gilan,374475.0,49.4,37.2
Ravenna,I,Emilia Romagna,136724.0,,
Rawalpindi,PK,Pakistan,1290000.0,,
Rawson,RA,Chubut,52000.0,-65.0,-43.1
Rayyan,Q,Qatar,91996.0,50.5,25.5
Reading,GB,Berkshire,137700.0,,
Recife,BR,Pernambuco,1342877.0,-34.8833,-8.06667
Recklinghausen,D,Nordrhein Westfalen,127139.0,,
Regensburg,D,Bayern,125608.0,,
Reggio di Calabria,I,Calabria,178496.0,,
Reggio nellEmilia,I,Emilia Romagna,131880.0,,
Regina,CDN,Saskatchewan,179178.0,-104.667,50.4333
Reigate,GB,Surrey,118800.0,,
Reims,F,Champagne Ardenne,180620.0,4.5,49.1
Remscheid,D,Nordrhein Westfalen,123069.0,,
Renfrew,GB,Strathclyde,201700.0,,
Rennes,F,Bretagne,197536.0,-1.4,48.1
Reno,USA,Nevada,133850.0,-119.783,39.5
Renqiu,TJ,Hebei,114256.0,,
Resistencia,RA,Chaco,292350.0,-59.0,-27.3
Resita,RO,Caras Severin,,,
Reutlingen,D,Baden Wurttemberg,107782.0,,
Reykjavik,IS,Iceland,84000.0,-21.9333,64.1333
Reynosa,MEX,Tamaulipas,265663.0,,
Rhondda,GB,Rhondda Cynon Taff,,,
Rhymney Valley,GB,Vale of Glamorgan,104300.0,,
Ribeirao das Neves,BR,Minas Gerais,197147.0,,
Ribeirao Pires,BR,Sao Paulo,100335.0,,
Ribeirao Preto,BR,Sao Paulo,452804.0,,
Richmond,CDN,Quebec,126624.0,,
Richmond,USA,Virginia,202798.0,-77.3333,37.5
Riga,LV,Latvia,900000.0,24.1,57.0
Rimini,I,Emilia Romagna,130896.0,,
Rimnicu Vilcea,RO,Vilcea,,,
Rio Branco,BR,Acre,228907.0,-67.5,-9.5
Rio Claro,BR,Sao Paulo,153025.0,,
Rio Cuarto,RA,Cordoba,138853.0,,
Rio de Janeiro,BR,Rio de Janeiro,5533011.0,-43.2,-23.0
Rio Gallegos,RA,Santa Cruz,43000.0,-69.2,-51.4
Rio Grande,BR,Rio Grande do Sul,178223.0,,
Rio Verde,BR,Goias,100223.0,,
Riohacha,CO,"Guajira, La",142455.0,,
Riverside,USA,California,226546.0,,
Rivne,UA,Rivnenska,233000.0,,
Riyadh,SA,Saudi Arabia,1250000.0,46.7,24.65
Rize,TR,Rize,,,
Rizhao,TJ,Shandong,185048.0,,
Road Town,BVIR,British Virgin Islands,,-64.37,18.27
Roatan,HCA,Islas de la Bahia,,,
Rochdale,GB,Greater Manchester,207100.0,,
Rochester,USA,New York,230356.0,-77.6667,43.1167
Rochester upon Medway,GB,Kent,148200.0,,
Rockford,USA,Illinois,141787.0,-89.05,42.35
Rome,I,Lazio,2791354.0,12.6,41.8
Rondonopolis,BR,Mato Grosso,142221.0,,
Rosario,RA,Santa Fe,1118984.0,-60.5,-33.0
Roseau,WD,Dominica,11000.0,-61.3,15.2
Rostock,D,Mecklenburg Vorpommern,232634.0,12.1,54.1
Rostov na Donu,R,Rostovskaya oblast,1026000.0,,
Rostov no Donu,R,Rostovskaya oblast,,,
Rotherham,GB,South Yorkshire,256300.0,,
Rotterdam,NL,Zuid Holland,1078747.0,,
Rouen,F,Haute Normandie,102723.0,1.5,49.3
Rovaniemi,SF,Lappia,31000.0,24.4,66.3
Rubtsovsk,R,Altayskiy kray,170000.0,,
Ruda Slaska,PL,Katowickie,170000.0,,
Rudny,KAZ,Qostanay,125700.0,,
Ruian,TJ,Zhejiang,156468.0,,
Ruthin,GB,Denbighshire,,,
Ryazan,R,Ryazanskaya oblast,536000.0,,
Rybinsk,R,Yaroslavskaya oblast,248000.0,,
Rybnik,PL,Katowickie,143000.0,,
Rzeszow,PL,Rzeszowskie,151000.0,,
s Gravenhage,NL,Zuid Holland,694249.0,,
s Hertogenbosch,NL,Noord Brabant,199127.0,,
Saarbrucken,D,Saarland,183945.0,6.6,49.1
Sabadell,E,Catalonia,189006.0,,
Sabara,BR,Minas Gerais,100570.0,,
Sabzevar,IR,Khorasan,148065.0,,
Sacramento,USA,California,369365.0,-121.5,38.5167
Safi,MA,Morocco,376038.0,,
Saga,J,Saga,,,
